,Age
1086,45.0
5215,31.0
10035,29.0
451,45.0
9993,29.0
2409,33.0
5192,31.0
11797,30.0
374,45.0
3368,34.0
4981,31.0
4843,31.0
2852,33.0
10501,29.0
10316,29.0
9245,30.0
1830,33.0
10473,29.0
6084,31.0
5650,31.0
10652,29.0
2738,33.0
6265,31.0
1213,45.0
6439,31.0
7344,29.0
5831,31.0
10877,29.0
6317,31.0
6912,29.0
11874,30.0
11787,30.0
6830,29.0
9151,30.0
4903,31.0
7504,29.0
4242,34.0
10036,29.0
2824,33.0
4692,31.0
8004,29.0
7331,29.0
2450,33.0
2331,33.0
7634,29.0
5314,31.0
9687,29.0
4145,34.0
2836,33.0
9625,29.0
8607,30.0
3820,34.0
6611,31.0
6467,31.0
7605,29.0
9585,29.0
884,45.0
77,45.0
9512,29.0
8416,30.0
6650,31.0
1367,45.0
4492,31.0
768,45.0
11343,30.0
6425,31.0
2207,33.0
5240,31.0
3590,34.0
7486,29.0
10789,29.0
7976,29.0
11169,30.0
2326,33.0
6905,29.0
6606,31.0
1983,33.0
7663,29.0
1319,45.0
807,45.0
1374,45.0
1528,45.0
5140,31.0
10979,29.0
10796,29.0
10788,29.0
8090,29.0
3627,34.0
8037,29.0
4138,34.0
2840,33.0
1476,45.0
9142,30.0
6476,31.0
956,45.0
234,45.0
11673,30.0
2796,33.0
5362,31.0
6213,31.0
8601,30.0
4604,31.0
2942,33.0
11737,30.0
3179,34.0
10947,29.0
2274,33.0
1739,33.0
10398,29.0
4659,31.0
9219,30.0
2171,33.0
2150,33.0
7521,29.0
7217,29.0
5132,31.0
4977,31.0
4207,34.0
6854,29.0
5066,31.0
5841,31.0
4965,31.0
8745,30.0
4992,31.0
6609,31.0
5183,31.0
1449,45.0
8395,30.0
4285,34.0
5562,31.0
124,45.0
4519,31.0
5651,31.0
1488,45.0
9833,29.0
4541,31.0
2072,33.0
7793,29.0
10634,29.0
11552,30.0
9862,29.0
9989,29.0
11568,30.0
10864,29.0
5489,31.0
2517,33.0
10477,29.0
7230,29.0
2895,33.0
11093,29.0
727,45.0
1763,33.0
5054,31.0
9378,30.0
4345,34.0
8232,29.0
757,45.0
2469,33.0
6308,31.0
7564,29.0
11575,30.0
9453,29.0
10533,29.0
3843,34.0
2416,33.0
4281,34.0
5983,31.0
5659,31.0
3774,34.0
5587,31.0
6796,29.0
8461,30.0
10436,29.0
3052,33.0
6296,31.0
5008,31.0
9744,29.0
8405,30.0
8141,29.0
9868,29.0
11023,29.0
3013,33.0
2060,33.0
6389,31.0
2591,33.0
10184,29.0
6319,31.0
8048,29.0
9851,29.0
10475,29.0
5689,31.0
9344,30.0
7446,29.0
8069,29.0
11781,30.0
7011,29.0
9856,29.0
5270,31.0
6960,29.0
1546,45.0
8495,30.0
8294,29.0
4427,31.0
1045,45.0
3538,34.0
2237,33.0
2374,33.0
4787,31.0
3738,34.0
2039,33.0
7412,29.0
8427,30.0
1164,45.0
2564,33.0
3704,34.0
1942,33.0
8793,30.0
7935,29.0
6230,31.0
6883,29.0
7835,29.0
4577,31.0
3161,34.0
3309,34.0
2054,33.0
11491,30.0
11465,30.0
5818,31.0
9264,30.0
6330,31.0
5950,31.0
6575,31.0
9685,29.0
11337,30.0
2622,33.0
4705,31.0
7540,29.0
3114,33.0
2483,33.0
9250,30.0
2848,33.0
7507,29.0
4537,31.0
6540,31.0
4859,31.0
5077,31.0
2230,33.0
2392,33.0
3305,34.0
1755,33.0
5221,31.0
844,45.0
4447,31.0
9179,30.0
2290,33.0
3268,34.0
8179,29.0
11371,30.0
3503,34.0
3192,34.0
996,45.0
8030,29.0
10530,29.0
6100,31.0
4433,31.0
1094,45.0
3749,34.0
7950,29.0
4333,34.0
7124,29.0
16,45.0
5027,31.0
1135,45.0
4778,31.0
8713,30.0
9217,30.0
9776,29.0
9938,29.0
11016,29.0
413,45.0
7839,29.0
5899,31.0
2264,33.0
6286,31.0
1303,45.0
3891,34.0
8486,30.0
11294,30.0
1778,33.0
4232,34.0
7920,29.0
9652,29.0
4824,31.0
10278,29.0
1054,45.0
10046,29.0
7332,29.0
6726,29.0
7824,29.0
10777,29.0
8980,30.0
4181,34.0
2204,33.0
98,45.0
3265,34.0
11779,30.0
2548,33.0
6592,31.0
6527,31.0
10367,29.0
8117,29.0
3894,34.0
5736,31.0
11202,30.0
3030,33.0
2045,33.0
9601,29.0
3322,34.0
4033,34.0
10580,29.0
8586,30.0
8535,30.0
11850,30.0
5243,31.0
6497,31.0
5018,31.0
6402,31.0
8381,30.0
3331,34.0
9055,30.0
1619,45.0
5604,31.0
2258,33.0
1313,45.0
7849,29.0
1103,45.0
4892,31.0
7046,29.0
11548,30.0
767,45.0
1554,45.0
2501,33.0
6181,31.0
5416,31.0
10065,29.0
6069,31.0
10587,29.0
449,45.0
5590,31.0
2482,33.0
10484,29.0
2327,33.0
9688,29.0
1163,45.0
10748,29.0
5001,31.0
1889,33.0
7962,29.0
3938,34.0
5139,31.0
406,45.0
5446,31.0
8928,30.0
1529,45.0
11976,30.0
8550,30.0
8674,30.0
8216,29.0
6564,31.0
1210,45.0
8126,29.0
11662,30.0
10558,29.0
9779,29.0
7239,29.0
658,45.0
2987,33.0
1708,33.0
8623,30.0
3666,34.0
7864,29.0
7347,29.0
5173,31.0
7754,29.0
3783,34.0
3167,34.0
11910,30.0
1553,45.0
5568,31.0
4288,34.0
3068,33.0
10503,29.0
4566,31.0
8686,30.0
1558,45.0
6076,31.0
8321,30.0
11080,29.0
5218,31.0
5973,31.0
3199,34.0
4881,31.0
11204,30.0
8758,30.0
8569,30.0
7294,29.0
8205,29.0
11367,30.0
2712,33.0
10024,29.0
8609,30.0
1387,45.0
186,45.0
4645,31.0
3190,34.0
28,45.0
2049,33.0
11801,30.0
6932,29.0
9423,30.0
260,45.0
11048,29.0
1144,45.0
9633,29.0
5453,31.0
7568,29.0
5259,31.0
2081,33.0
2917,33.0
4118,34.0
1540,45.0
10186,29.0
2795,33.0
10630,29.0
5487,31.0
4320,34.0
9136,30.0
10779,29.0
8310,30.0
15,45.0
9962,29.0
1487,45.0
5630,31.0
5014,31.0
7223,29.0
5678,31.0
9389,30.0
5571,31.0
2558,33.0
9491,29.0
6151,31.0
4939,31.0
398,45.0
8406,30.0
3813,34.0
7848,29.0
10869,29.0
8248,29.0
5849,31.0
5498,31.0
7725,29.0
2064,33.0
10242,29.0
10298,29.0
11806,30.0
5025,31.0
11915,30.0
3186,34.0
10659,29.0
5335,31.0
9661,29.0
3895,34.0
1426,45.0
8853,30.0
7388,29.0
3951,34.0
9743,29.0
2990,33.0
8192,29.0
4804,31.0
5666,31.0
1829,33.0
6185,31.0
1919,33.0
3239,34.0
7134,29.0
910,45.0
11929,30.0
8453,30.0
4614,31.0
10021,29.0
4598,31.0
272,45.0
10258,29.0
1207,45.0
10130,29.0
7184,29.0
10360,29.0
10578,29.0
10668,29.0
9092,30.0
1320,45.0
5408,31.0
8396,30.0
9706,29.0
11647,30.0
5853,31.0
1499,45.0
685,45.0
2100,33.0
3039,33.0
5119,31.0
148,45.0
2789,33.0
7756,29.0
4315,34.0
363,45.0
10542,29.0
1692,33.0
3649,34.0
832,45.0
10639,29.0
7101,29.0
8474,30.0
7317,29.0
9714,29.0
5821,31.0
11546,30.0
7479,29.0
3131,34.0
11883,30.0
7482,29.0
1445,45.0
10108,29.0
11054,29.0
5467,31.0
5829,31.0
630,45.0
5712,31.0
11029,29.0
5071,31.0
476,45.0
6996,29.0
6947,29.0
228,45.0
2761,33.0
6480,31.0
5516,31.0
10822,29.0
5616,31.0
3213,34.0
6420,31.0
9474,29.0
3436,34.0
5360,31.0
8038,29.0
7020,29.0
7342,29.0
2189,33.0
4080,34.0
8399,30.0
4107,34.0
10008,29.0
7811,29.0
5099,31.0
9211,30.0
4562,31.0
1498,45.0
4090,34.0
11375,30.0
3845,34.0
8041,29.0
7454,29.0
1111,45.0
10566,29.0
264,45.0
4805,31.0
8039,29.0
7879,29.0
638,45.0
2652,33.0
2114,33.0
847,45.0
6197,31.0
7283,29.0
10481,29.0
8748,30.0
7131,29.0
10443,29.0
2928,33.0
586,45.0
5538,31.0
5188,31.0
2280,33.0
2449,33.0
2188,33.0
5141,31.0
7261,29.0
10409,29.0
3423,34.0
2251,33.0
1870,33.0
2615,33.0
10459,29.0
10812,29.0
3567,34.0
7668,29.0
11180,30.0
941,45.0
10372,29.0
4016,34.0
11698,30.0
4438,31.0
5938,31.0
7354,29.0
7525,29.0
1909,33.0
3747,34.0
2659,33.0
10532,29.0
2361,33.0
2316,33.0
6044,31.0
4375,31.0
5901,31.0
9643,29.0
9334,30.0
313,45.0
5896,31.0
9745,29.0
9026,30.0
11381,30.0
2569,33.0
9787,29.0
5704,31.0
6601,31.0
1224,45.0
7805,29.0
6357,31.0
9806,29.0
10418,29.0
5976,31.0
9612,29.0
7571,29.0
10593,29.0
4128,34.0
117,45.0
1765,33.0
2073,33.0
9405,30.0
8742,30.0
5917,31.0
10861,29.0
8473,30.0
2733,33.0
10546,29.0
6871,29.0
6469,31.0
11925,30.0
6397,31.0
10264,29.0
7817,29.0
2838,33.0
10891,29.0
1093,45.0
11989,30.0
7723,29.0
10656,29.0
11867,30.0
10486,29.0
2529,33.0
7333,29.0
871,45.0
7286,29.0
6740,29.0
4450,31.0
5367,31.0
8825,30.0
9784,29.0
3650,34.0
3246,34.0
9159,30.0
8741,30.0
9920,29.0
2598,33.0
10030,29.0
1407,45.0
5434,31.0
2117,33.0
4389,31.0
2447,33.0
5095,31.0
3960,34.0
7313,29.0
4734,31.0
7545,29.0
10044,29.0
9650,29.0
6075,31.0
2695,33.0
2891,33.0
10679,29.0
1681,45.0
9221,30.0
10358,29.0
6096,31.0
4360,31.0
737,45.0
3244,34.0
7464,29.0
10605,29.0
7630,29.0
8731,30.0
11394,30.0
6953,29.0
8244,29.0
6253,31.0
4772,31.0
9441,29.0
10253,29.0
6659,31.0
8536,30.0
2037,33.0
9755,29.0
2233,33.0
1941,33.0
5810,31.0
7611,29.0
8827,30.0
3640,34.0
1516,45.0
1873,33.0
2387,33.0
2721,33.0
7636,29.0
6005,31.0
8677,30.0
8383,30.0
3560,34.0
10904,29.0
3465,34.0
11221,30.0
6131,31.0
4830,31.0
2091,33.0
5502,31.0
1330,45.0
1509,45.0
1335,45.0
10323,29.0
5529,31.0
6779,29.0
2543,33.0
4775,31.0
6831,29.0
8800,30.0
4724,31.0
5668,31.0
2713,33.0
7667,29.0
8178,29.0
9519,29.0
4122,34.0
11158,30.0
2810,33.0
7674,29.0
2586,33.0
1181,45.0
5612,31.0
11257,30.0
11588,30.0
8335,30.0
21,45.0
9083,30.0
233,45.0
11821,30.0
4419,31.0
240,45.0
7030,29.0
5161,31.0
4371,31.0
953,45.0
11353,30.0
9709,29.0
6541,31.0
7560,29.0
11319,30.0
2406,33.0
10146,29.0
2999,33.0
1843,33.0
11583,30.0
3011,33.0
7609,29.0
4240,34.0
8604,30.0
10548,29.0
6047,31.0
1746,33.0
3035,33.0
7516,29.0
827,45.0
3857,34.0
8456,30.0
6364,31.0
5242,31.0
10902,29.0
2625,33.0
4898,31.0
11745,30.0
11402,30.0
6269,31.0
6255,31.0
389,45.0
6158,31.0
5477,31.0
7279,29.0
6924,29.0
10648,29.0
8429,30.0
5227,31.0
11775,30.0
2385,33.0
10713,29.0
6859,29.0
9818,29.0
8976,30.0
11235,30.0
5850,31.0
5887,31.0
393,45.0
4770,31.0
8191,29.0
9892,29.0
7949,29.0
6283,31.0
6799,29.0
8468,30.0
1018,45.0
2342,33.0
11859,30.0
3955,34.0
6271,31.0
3132,34.0
9947,29.0
8966,30.0
6251,31.0
9642,29.0
11171,30.0
1982,33.0
9916,29.0
1620,45.0
11855,30.0
4583,31.0
11025,29.0
6211,31.0
4161,34.0
8080,29.0
6807,29.0
3859,34.0
2217,33.0
462,45.0
10413,29.0
11710,30.0
9440,29.0
1716,33.0
9667,29.0
10381,29.0
10142,29.0
9488,29.0
4866,31.0
4478,31.0
9456,29.0
8516,30.0
5608,31.0
231,45.0
9875,29.0
1505,45.0
417,45.0
5731,31.0
5146,31.0
7783,29.0
1985,33.0
7267,29.0
6032,31.0
11901,30.0
11905,30.0
8695,30.0
4968,31.0
7393,29.0
9713,29.0
11793,30.0
2573,33.0
4940,31.0
6669,31.0
7957,29.0
10933,29.0
2833,33.0
6162,31.0
2879,33.0
5278,31.0
1347,45.0
10847,29.0
2027,33.0
3442,34.0
2053,33.0
4760,31.0
579,45.0
2960,33.0
10421,29.0
11664,30.0
11714,30.0
2502,33.0
5374,31.0
9563,29.0
905,45.0
1497,45.0
7258,29.0
3292,34.0
4544,31.0
1550,45.0
11917,30.0
3471,34.0
4738,31.0
387,45.0
1037,45.0
1994,33.0
8477,30.0
1920,33.0
2513,33.0
6180,31.0
11677,30.0
2594,33.0
2555,33.0
1194,45.0
1132,45.0
4055,34.0
2149,33.0
2863,33.0
6549,31.0
4397,31.0
6837,29.0
3985,34.0
8960,30.0
7752,29.0
5230,31.0
1468,45.0
11426,30.0
1869,33.0
1900,33.0
10300,29.0
7472,29.0
1324,45.0
1680,45.0
5777,31.0
743,45.0
7291,29.0
711,45.0
8371,30.0
7398,29.0
2718,33.0
2780,33.0
7156,29.0
2088,33.0
2052,33.0
8634,30.0
7527,29.0
1091,45.0
7597,29.0
8491,30.0
2025,33.0
1789,33.0
3108,33.0
11285,30.0
9925,29.0
7842,29.0
919,45.0
2994,33.0
9381,30.0
10707,29.0
11109,29.0
2095,33.0
10592,29.0
7641,29.0
6130,31.0
675,45.0
10271,29.0
5349,31.0
3690,34.0
9599,29.0
4553,31.0
3314,34.0
1083,45.0
572,45.0
1891,33.0
667,45.0
11558,30.0
3814,34.0
6377,31.0
11274,30.0
3047,33.0
3571,34.0
7640,29.0
9173,30.0
8729,30.0
3753,34.0
9854,29.0
5926,31.0
9929,29.0
2151,33.0
5687,31.0
11495,30.0
7702,29.0
189,45.0
1759,33.0
10270,29.0
6869,29.0
823,45.0
10317,29.0
3931,34.0
1992,33.0
6839,29.0
7262,29.0
2976,33.0
1350,45.0
8947,30.0
8407,30.0
1878,33.0
5213,31.0
6018,31.0
9672,29.0
2496,33.0
6775,29.0
7552,29.0
5904,31.0
3141,34.0
11959,30.0
9138,30.0
1986,33.0
6742,29.0
5454,31.0
10213,29.0
10828,29.0
2068,33.0
6488,31.0
10460,29.0
11973,30.0
4730,31.0
1354,45.0
8532,30.0
10139,29.0
3549,34.0
7954,29.0
2759,33.0
6744,29.0
3202,34.0
5696,31.0
8249,29.0
6322,31.0
6723,29.0
5943,31.0
2191,33.0
10797,29.0
6533,31.0
2765,33.0
6119,31.0
7782,29.0
2020,33.0
9683,29.0
9038,30.0
3019,33.0
5694,31.0
1805,33.0
215,45.0
849,45.0
3304,34.0
5372,31.0
6041,31.0
9166,30.0
6369,31.0
1954,33.0
4769,31.0
4560,31.0
9433,29.0
634,45.0
9103,30.0
3557,34.0
2749,33.0
6086,31.0
6709,29.0
6174,31.0
10977,29.0
6551,31.0
3225,34.0
8466,30.0
2320,33.0
366,45.0
1820,33.0
6417,31.0
9133,30.0
8436,30.0
1850,33.0
9213,30.0
4073,34.0
4686,31.0
2983,33.0
9930,29.0
672,45.0
8512,30.0
10522,29.0
5142,31.0
5742,31.0
5262,31.0
1851,33.0
10583,29.0
9431,29.0
1022,45.0
2245,33.0
9024,30.0
7039,29.0
6987,29.0
4967,31.0
9469,29.0
11742,30.0
7417,29.0
9303,30.0
423,45.0
1145,45.0
7749,29.0
1334,45.0
7815,29.0
6404,31.0
2894,33.0
10269,29.0
4622,31.0
4172,34.0
7066,29.0
7955,29.0
11045,29.0
6729,29.0
8702,30.0
4176,34.0
10732,29.0
7323,29.0
10280,29.0
8175,29.0
4642,31.0
5984,31.0
7142,29.0
10755,29.0
10642,29.0
3300,34.0
3884,34.0
4638,31.0
11325,30.0
3914,34.0
11684,30.0
7125,29.0
191,45.0
282,45.0
11668,30.0
2974,33.0
7669,29.0
10312,29.0
2017,33.0
9359,30.0
6070,31.0
6304,31.0
1567,45.0
9216,30.0
8460,30.0
11416,30.0
6031,31.0
1159,45.0
11436,30.0
2273,33.0
3888,34.0
7252,29.0
3014,33.0
2314,33.0
7253,29.0
5942,31.0
6858,29.0
1120,45.0
10313,29.0
3582,34.0
6661,31.0
11210,30.0
1589,45.0
5921,31.0
5665,31.0
3735,34.0
1368,45.0
1719,33.0
11469,30.0
8872,30.0
4715,31.0
7537,29.0
4325,34.0
6836,29.0
9154,30.0
8890,30.0
9227,30.0
4855,31.0
9487,29.0
4034,34.0
8892,30.0
5521,31.0
9939,29.0
2041,33.0
5501,31.0
10901,29.0
1809,33.0
663,45.0
8222,29.0
4502,31.0
6150,31.0
2924,33.0
10074,29.0
5340,31.0
270,45.0
7792,29.0
4276,34.0
5460,31.0
3941,34.0
10813,29.0
8007,29.0
81,45.0
73,45.0
1227,45.0
9880,29.0
557,45.0
4417,31.0
9434,29.0
10854,29.0
151,45.0
9534,29.0
4335,34.0
2376,33.0
6450,31.0
2457,33.0
8159,29.0
5517,31.0
10983,29.0
9079,30.0
6058,31.0
5298,31.0
8990,30.0
5809,31.0
10521,29.0
2603,33.0
8161,29.0
7441,29.0
305,45.0
1061,45.0
8983,30.0
8448,30.0
4743,31.0
2289,33.0
5592,31.0
9877,29.0
11432,30.0
7517,29.0
11157,30.0
5531,31.0
7881,29.0
798,45.0
2520,33.0
3902,34.0
993,45.0
5246,31.0
7808,29.0
7423,29.0
2044,33.0
4142,34.0
1702,33.0
9593,29.0
11410,30.0
2801,33.0
7988,29.0
11645,30.0
11627,30.0
269,45.0
9498,29.0
7120,29.0
2494,33.0
5364,31.0
11522,30.0
2236,33.0
3056,33.0
11671,30.0
10600,29.0
1756,33.0
7453,29.0
1287,45.0
11888,30.0
10444,29.0
3674,34.0
6623,31.0
11134,30.0
10761,29.0
1110,45.0
10204,29.0
7215,29.0
8015,29.0
3626,34.0
1073,45.0
7061,29.0
9712,29.0
1228,45.0
5927,31.0
9393,30.0
1965,33.0
5734,31.0
324,45.0
6992,29.0
9269,30.0
903,45.0
4996,31.0
1835,33.0
7391,29.0
1854,33.0
159,45.0
11383,30.0
11155,30.0
3689,34.0
1595,45.0
6706,29.0
8547,30.0
2175,33.0
10010,29.0
11659,30.0
10238,29.0
8083,29.0
11593,30.0
8253,29.0
2767,33.0
6730,29.0
1168,45.0
535,45.0
10827,29.0
6513,31.0
8067,29.0
6499,31.0
11470,30.0
7857,29.0
9104,30.0
11993,30.0
7699,29.0
2571,33.0
8518,30.0
3989,34.0
2340,33.0
10220,29.0
1784,33.0
9234,30.0
7582,29.0
5722,31.0
7127,29.0
4189,34.0
3624,34.0
8129,29.0
11347,30.0
4700,31.0
3388,34.0
8725,30.0
2732,33.0
11039,29.0
5125,31.0
4680,31.0
621,45.0
5772,31.0
7757,29.0
10343,29.0
6679,31.0
11229,30.0
3680,34.0
2253,33.0
5700,31.0
1536,45.0
9883,29.0
11069,29.0
978,45.0
3411,34.0
10870,29.0
6138,31.0
8257,29.0
2662,33.0
5475,31.0
7927,29.0
8278,29.0
6888,29.0
4075,34.0
4007,34.0
11174,30.0
10017,29.0
5540,31.0
9932,29.0
1566,45.0
3126,33.0
2199,33.0
6850,29.0
5271,31.0
10222,29.0
11629,30.0
8029,29.0
3543,34.0
47,45.0
1485,45.0
10085,29.0
670,45.0
6428,31.0
8403,30.0
6279,31.0
6347,31.0
6006,31.0
10491,29.0
6966,29.0
8621,30.0
9565,29.0
8160,29.0
10899,29.0
6578,31.0
11609,30.0
1767,33.0
9118,30.0
4300,34.0
2534,33.0
11489,30.0
4088,34.0
6348,31.0
608,45.0
6256,31.0
8845,30.0
11780,30.0
9258,30.0
10453,29.0
78,45.0
5363,31.0
8929,30.0
1562,45.0
4180,34.0
2166,33.0
5912,31.0
10993,29.0
3401,34.0
1453,45.0
10375,29.0
11012,29.0
10194,29.0
3681,34.0
4923,31.0
3900,34.0
724,45.0
7377,29.0
3876,34.0
9312,30.0
5317,31.0
2486,33.0
7648,29.0
10289,29.0
3850,34.0
2085,33.0
8397,30.0
10741,29.0
5468,31.0
3846,34.0
4676,31.0
2282,33.0
10986,29.0
9657,29.0
9913,29.0
4588,31.0
6763,29.0
1060,45.0
681,45.0
4768,31.0
11721,30.0
10362,29.0
8602,30.0
2146,33.0
9098,30.0
7655,29.0
7163,29.0
10383,29.0
7908,29.0
8059,29.0
5778,31.0
9957,29.0
2420,33.0
1543,45.0
7049,29.0
7265,29.0
1306,45.0
188,45.0
11953,30.0
490,45.0
9971,29.0
4304,34.0
773,45.0
6797,29.0
7662,29.0
6414,31.0
10560,29.0
7829,29.0
8720,30.0
2145,33.0
8837,30.0
5268,31.0
8833,30.0
5229,31.0
6641,31.0
5283,31.0
3445,34.0
9140,30.0
6015,31.0
5707,31.0
7758,29.0
4687,31.0
7468,29.0
11539,30.0
2683,33.0
6608,31.0
11740,30.0
3585,34.0
8105,29.0
2499,33.0
10776,29.0
7421,29.0
4301,34.0
7337,29.0
7034,29.0
6618,31.0
6267,31.0
63,45.0
6299,31.0
5275,31.0
10144,29.0
10711,29.0
1198,45.0
6327,31.0
4564,31.0
4260,34.0
4472,31.0
8940,30.0
7478,29.0
6930,29.0
9802,29.0
7228,29.0
4786,31.0
7071,29.0
10347,29.0
8781,30.0
8186,29.0
6884,29.0
5170,31.0
4410,31.0
66,45.0
1838,33.0
5265,31.0
11724,30.0
2434,33.0
11438,30.0
4057,34.0
8564,30.0
265,45.0
975,45.0
8820,30.0
4953,31.0
10738,29.0
7165,29.0
1928,33.0
9500,29.0
2441,33.0
6451,31.0
446,45.0
6588,31.0
9757,29.0
7914,29.0
7661,29.0
9429,29.0
6359,31.0
3646,34.0
1582,45.0
11239,30.0
11866,30.0
11540,30.0
7341,29.0
1656,45.0
1508,45.0
10040,29.0
8844,30.0
3611,34.0
1270,45.0
2397,33.0
4643,31.0
1100,45.0
3984,34.0
5879,31.0
8171,29.0
1001,45.0
3656,34.0
1883,33.0
11130,30.0
11363,30.0
4844,31.0
11527,30.0
1647,45.0
10883,29.0
857,45.0
6895,29.0
5626,31.0
3804,34.0
3855,34.0
4150,34.0
11769,30.0
10427,29.0
3663,34.0
425,45.0
9553,29.0
7518,29.0
7193,29.0
4316,34.0
3203,34.0
2786,33.0
5158,31.0
1913,33.0
1542,45.0
11921,30.0
3824,34.0
648,45.0
4387,31.0
11125,30.0
2955,33.0
4123,34.0
8546,30.0
6465,31.0
1641,45.0
8311,30.0
11581,30.0
7707,29.0
10344,29.0
5977,31.0
6190,31.0
10116,29.0
320,45.0
5166,31.0
10803,29.0
11442,30.0
6179,31.0
5254,31.0
5727,31.0
10147,29.0
5096,31.0
1114,45.0
9614,29.0
1457,45.0
1926,33.0
4099,34.0
8036,29.0
291,45.0
10466,29.0
9876,29.0
10865,29.0
213,45.0
5784,31.0
8363,30.0
1281,45.0
11341,30.0
9125,30.0
10106,29.0
10881,29.0
5284,31.0
9158,30.0
2768,33.0
1865,33.0
8599,30.0
6175,31.0
149,45.0
2717,33.0
9060,30.0
3577,34.0
1650,45.0
7816,29.0
8858,30.0
5682,31.0
10730,29.0
5685,31.0
5972,31.0
11074,29.0
7487,29.0
1196,45.0
8949,30.0
9693,29.0
8187,29.0
11058,29.0
6203,31.0
7558,29.0
5746,31.0
547,45.0
3154,34.0
8563,30.0
5959,31.0
7176,29.0
11451,30.0
7091,29.0
10829,29.0
925,45.0
1316,45.0
9771,29.0
5394,31.0
6979,29.0
1242,45.0
1745,33.0
1552,45.0
4988,31.0
5561,31.0
5207,31.0
9285,30.0
10709,29.0
4948,31.0
952,45.0
1806,33.0
4448,31.0
5390,31.0
7979,29.0
10976,29.0
5347,31.0
8290,29.0
9985,29.0
1158,45.0
8096,29.0
10283,29.0
4376,31.0
11014,29.0
1004,45.0
6332,31.0
6134,31.0
3994,34.0
4109,34.0
3191,34.0
486,45.0
10747,29.0
7698,29.0
3151,34.0
951,45.0
3520,34.0
9540,29.0
8868,30.0
5863,31.0
5252,31.0
6959,29.0
2533,33.0
5051,31.0
7930,29.0
3780,34.0
914,45.0
10581,29.0
4540,31.0
7380,29.0
4584,31.0
5991,31.0
9756,29.0
1946,33.0
460,45.0
11081,29.0
8196,29.0
3667,34.0
171,45.0
4630,31.0
2903,33.0
3731,34.0
1024,45.0
10523,29.0
4650,31.0
3713,34.0
5345,31.0
8279,29.0
7363,29.0
3808,34.0
3573,34.0
10489,29.0
8165,29.0
4104,34.0
893,45.0
8764,30.0
11005,29.0
7716,29.0
8614,30.0
3889,34.0
3836,34.0
10625,29.0
8368,30.0
9384,30.0
9841,29.0
6399,31.0
11141,30.0
7224,29.0
10849,29.0
3744,34.0
9861,29.0
1215,45.0
8681,30.0
2107,33.0
9630,29.0
2629,33.0
6261,31.0
164,45.0
2235,33.0
6206,31.0
8125,29.0
1936,33.0
2084,33.0
6988,29.0
11266,30.0
1448,45.0
7406,29.0
6482,31.0
6274,31.0
6543,31.0
10247,29.0
2443,33.0
1521,45.0
10200,29.0
4908,31.0
4287,34.0
11654,30.0
256,45.0
6435,31.0
11115,30.0
7358,29.0
7164,29.0
3269,34.0
6915,29.0
565,45.0
10746,29.0
1557,45.0
3947,34.0
3160,34.0
6107,31.0
5189,31.0
5455,31.0
9937,29.0
6492,31.0
10053,29.0
8969,30.0
271,45.0
3078,33.0
6372,31.0
2311,33.0
3695,34.0
7047,29.0
7665,29.0
7085,29.0
5165,31.0
6459,31.0
9152,30.0
9968,29.0
2332,33.0
8106,29.0
5380,31.0
1575,45.0
10507,29.0
8780,30.0
583,45.0
8909,30.0
1092,45.0
1007,45.0
2655,33.0
8223,29.0
9832,29.0
4114,34.0
1627,45.0
11960,30.0
4826,31.0
7004,29.0
11234,30.0
4668,31.0
5313,31.0
3880,34.0
4520,31.0
6891,29.0
11132,30.0
11505,30.0
10172,29.0
4310,34.0
4759,31.0
10919,29.0
11387,30.0
1770,33.0
9902,29.0
5197,31.0
8289,29.0
2110,33.0
2286,33.0
3043,33.0
1682,45.0
4973,31.0
3803,34.0
8709,30.0
6577,31.0
987,45.0
9412,30.0
9560,29.0
8158,29.0
9237,30.0
3677,34.0
11311,30.0
2920,33.0
3833,34.0
6022,31.0
10832,29.0
11099,29.0
11412,30.0
4081,34.0
5674,31.0
1861,33.0
6498,31.0
5441,31.0
11767,30.0
11309,30.0
6380,31.0
4580,31.0
6682,29.0
4144,34.0
9900,29.0
836,45.0
6001,31.0
904,45.0
5560,31.0
10187,29.0
5200,31.0
10354,29.0
7186,29.0
11246,30.0
2307,33.0
11838,30.0
4064,34.0
7379,29.0
1343,45.0
8061,29.0
4954,31.0
10468,29.0
8084,29.0
1206,45.0
4947,31.0
8941,30.0
346,45.0
2279,33.0
6101,31.0
7777,29.0
7069,29.0
4999,31.0
129,45.0
8649,30.0
712,45.0
10309,29.0
5346,31.0
9343,30.0
1501,45.0
8024,29.0
6935,29.0
2962,33.0
2506,33.0
5515,31.0
227,45.0
10880,29.0
8959,30.0
5421,31.0
6617,31.0
8462,30.0
8315,30.0
4503,31.0
1237,45.0
3945,34.0
4412,31.0
545,45.0
8317,30.0
9973,29.0
1204,45.0
3540,34.0
6432,31.0
5488,31.0
843,45.0
7293,29.0
7578,29.0
5050,31.0
7592,29.0
8220,29.0
6004,31.0
8006,29.0
1548,45.0
6337,31.0
3484,34.0
7832,29.0
7567,29.0
3362,34.0
6982,29.0
7649,29.0
9879,29.0
11594,30.0
8351,30.0
9177,30.0
10541,29.0
9368,30.0
11003,29.0
8880,30.0
9371,30.0
1832,33.0
10299,29.0
4341,34.0
9477,29.0
8538,30.0
4222,34.0
11649,30.0
7072,29.0
1882,33.0
8219,29.0
